version,test/acc,Name,dataset,data_dir,data_range,val_ratio,test_ratio,attack_type,feature,mechanism,x_eps,y_eps,model,hidden_dim,dropout,x_steps,y_steps,forward_correction,optimizer,max_epochs,learning_rate,weight_decay,patience,device,seed,repeats,output_dir,log,log_mode,project_name,attack,cmd
0,92.84442862228552,Baseline facebook ebff285a-b3f1-11ef-8626-04d4c4e23e3c,facebook,./datasets,"(0, 1)",0.25,0.25,addNodes,raw,mbm,5.0,5.0,gat,16,0.0,3,2,True,adam,500,0.01,0.0,0,cuda,,1,./output,False,individual,LPGNN,False,main.py -d facebook --model gat -ex 5 -ey 5 -kx 3 -ky 2
