version,test/acc,Name,dataset,data_dir,data_range,val_ratio,test_ratio,attack_type,feature,mechanism,x_eps,y_eps,model,hidden_dim,dropout,x_steps,y_steps,forward_correction,optimizer,max_epochs,learning_rate,weight_decay,patience,device,seed,repeats,output_dir,log,log_mode,project_name,attack,cmd
0,93.16482734069064,Baseline facebook c34b8d4a-b3f1-11ef-89b3-04d4c4e23e3c,facebook,./datasets,"(0, 1)",0.25,0.25,addNodes,raw,mbm,5.0,5.0,gcn,16,0.0,3,2,True,adam,500,0.01,0.0,0,cuda,,1,./output,False,individual,LPGNN,False,main.py -d facebook --model gcn -ex 5 -ey 5 -kx 3 -ky 2
