version,test/acc,Name,dataset,data_dir,data_range,val_ratio,test_ratio,attack_type,feature,mechanism,x_eps,y_eps,model,hidden_dim,dropout,x_steps,y_steps,forward_correction,optimizer,max_epochs,learning_rate,weight_decay,patience,device,seed,repeats,output_dir,log,log_mode,project_name,attack,cmd
0,80.94534711964549,Baseline cora c9fef322-b381-11ef-ba7e-04d4c4e23e3c,cora,./datasets,"(0, 1)",0.25,0.25,addNodes,raw,mbm,5.0,5.0,sage,16,0.0,3,2,True,adam,500,0.01,0.0,0,cuda,,1,./output,False,individual,LPGNN,False,main.py --model sage -d cora -kx 3 -ky 2 -ex 5 -ey 5
